Date,Store ID,Product ID,Quantity Sold,Revenue
2000-07-19,84,Ce-99552,35,283.2
2001-11-29,95,wG-74490,34,120.25
1975-01-19,61,,36,83.18
1975-03-23,61,DL-19986,21,34.29
2007-09-21,30,ME-07935,12,419.61
,51,Tf-20715,19,9.59
2004-05-02,43,HH-20377,32,71.43
2011-07-01,15,AX-25546,46,369.63
1993-01-10,97,gJ-90515,26,260.06
2016-03-01,24,vf-64492,1,121.58
2009-08-28,39,MT-25462,24,35.75
1975-10-07,52,QS-48652,50,63.12
2020-04-10,79,bx-81685,30,304.84
1991-01-07,61,oi-23573,49,378.6
1980-07-18,58,VH-14188,8,276.09
1972-07-27,20,jk-59296,44,293.66
1982-04-22,8,xR-92706,4,338.02
,33,oI-37947,3,351.69
1986-04-11,9,CD-47359,12,384.08
2022-05-12,54,km-46886,25,342.95
2024-07-11,84,xJ-92407,26,365.29
,3,rC-81412,28,412.56
2004-12-07,36,wb-26137,3,212.52
1998-03-27,3,yf-06853,29,
1995-07-07,52,Yj-30515,50,254.43
1979-05-14,94,CN-04727,21,438.75
1970-05-11,53,JU-10432,48,314.87
2011-06-08,45,th-86143,21,207.09
1973-04-01,69,hF-36971,46,234.2
2010-08-11,54,Tj-80893,14,44.14
1989-10-27,69,KA-60953,44,24.58
1982-09-30,76,IG-18518,22,454.95
2023-07-08,95,cO-88067,16,353.37
1996-04-29,42,wp-54051,23,183.02
2019-11-17,93,wI-19520,24,27.63
1993-01-14,3,eT-27722,27,102.11
2022-10-27,32,Ym-70430,17,246.87
1972-11-07,59,Eq-54868,47,96.1
1972-06-29,8,rh-34505,,8.16
2024-05-24,9,hold,24,320.68
1999-09-26,85,visit,,362.49
1997-03-22,65,SF-76527,12,52.68
1994-12-31,68,BM-84161,6,205.98
1982-04-13,29,uQ-84511,42,51.28
1990-02-13,8,SC-47962,28,168.98
1993-12-03,68,rO-70596,45,
2023-11-11,36,,,107.54
2016-03-26,51,ci-20297,37,197.63
1974-07-30,97,cM-35569,6,487.29
1980-06-10,10,Ki-75571,26,166.56
2006-01-11,58,hb-56543,28,295.01
2020-01-24,38,hq-27868,10,393.03
2022-09-26,47,ever,24,55.6
2017-11-28,72,,23,300.48
1979-03-28,2,ZR-17271,36,489.2
1991-10-01,49,tk-51884,10,220.16
2018-06-10,10,mY-25831,32,101.8
1979-06-14,51,Kx-37058,22,218.16
2001-10-22,77,tz-82911,13,92.93
2018-10-15,95,ei-78669,16,143.75
1991-07-29,73,iX-17785,50,476.74
2007-07-08,57,dh-92268,27,73.89
2005-04-04,20,To-24225,39,203.4
1993-07-19,89,OJ-84143,45,270.77
1988-09-04,99,GP-24981,,491.89
1981-06-23,97,UM-99229,7,257.78
1992-12-22,74,PX-90010,44,252.73
,14,Ob-43969,47,159.39
2003-11-22,62,ZZ-84473,29,153.63
2016-08-12,44,kC-64710,48,91.35
1998-04-14,60,ju-77359,41,200.81
2018-11-20,58,GJ-55625,14,353.36
1977-03-24,69,Cp-53714,17,247.29
1979-08-03,50,Ap-10469,30,407.8
1980-11-13,79,FG-59532,16,95.61
2001-10-07,54,zG-74701,32,348.25
2001-02-11,72,ds-33950,29,433.43
2003-09-05,25,gB-97480,32,248.4
1979-02-11,22,zd-45650,,116.3
2008-10-22,73,ey-83584,8,137.61
2004-04-25,70,hi-78499,35,215.45
1976-07-31,32,Wj-65585,23,48.06
1983-07-19,31,cc-98680,46,216.94
1979-04-30,27,MG-57872,39,165.21
1979-07-07,35,NV-59526,7,376.3
1990-05-13,36,FT-95888,16,164.44
2008-04-22,51,Rh-47055,27,42.38
1998-05-07,52,qP-94097,24,246.58
2023-04-12,94,Ek-99309,45,36.35
2005-09-03,55,KS-96230,19,291.08
1977-06-24,44,,41,232.49
2016-12-27,57,VU-36897,45,441.66
1974-03-29,36,QE-28385,43,86.93
2005-10-04,90,vI-65278,,241.02
1994-02-09,88,require,8,214.05
2022-07-14,50,rJ-49733,24,72.88
1990-04-25,18,uE-34437,,326.76
1993-09-26,81,RI-84419,29,47.91
1995-11-03,76,sT-65240,9,324.09
1975-05-19,93,mI-57473,43,106.7
1988-06-14,51,VL-84219,16,60.81
1986-04-14,68,eight,21,431.1
1973-06-15,88,Av-83301,,38.43
,8,kA-71208,46,210.64
2014-06-06,69,sP-77345,6,105.58
1974-01-10,51,lA-19380,42,350.84
1981-12-18,8,ca-06724,40,158.1
1990-04-22,,,32,263.89
2006-12-21,22,rm-87287,47,
2025-01-15,35,Tl-15274,41,230.32
1970-12-17,73,NO-54932,37,62.09
,2,Qg-68516,10,
1982-07-29,92,qy-27530,27,163.37
1986-01-10,16,UK-74549,34,477.27
1970-10-12,37,Dt-45301,,104.33
1980-11-13,80,xN-68414,50,367.57
1985-01-11,,VM-32727,23,
1995-06-05,98,Wp-68783,7,491.64
2016-04-18,19,Tx-91878,34,448.31
1975-04-26,75,mK-91088,5,35.83
2006-07-09,38,hR-22587,45,166.49
1983-12-24,26,Zd-97187,7,235.7
2000-11-09,99,dJ-28679,8,404.76
2001-06-19,,Vn-40640,6,484.36
,39,,26,280.2
1974-09-12,14,,50,69.7
2022-02-11,81,yf-65676,,36.91
2016-06-17,17,Iz-82512,,233.19
2005-12-27,93,DR-23004,12,454.61
2018-12-08,,pD-86863,19,441.98
1993-07-22,50,ZQ-24310,34,497.07
,49,gM-90331,32,285.0
1972-04-14,4,zC-79030,50,405.28
1985-12-12,75,so-83028,43,269.18
2019-10-12,98,pt-95995,25,420.42
1979-10-01,76,dJ-83644,,351.78
2010-04-06,73,wP-26870,32,
2015-09-08,78,,40,69.59
1995-08-14,42,tT-28733,10,424.01
1979-10-28,48,JH-70866,22,72.54
1979-02-15,82,Pf-63435,36,464.78
2000-08-10,76,ry-51830,19,365.77
2015-11-05,51,ZW-99013,12,460.91
2009-12-26,73,ta-83735,5,491.28
1984-05-31,12,Tn-31739,22,136.28
1996-12-28,33,,29,484.71
2014-02-23,49,FD-54458,37,345.14
1976-09-16,5,Ac-75355,5,444.53
2008-04-12,12,LL-32048,,471.51
2018-12-30,21,oy-64235,27,362.41
2008-10-10,37,WF-37854,36,81.03
2019-03-29,38,iU-77252,,89.56
2007-03-12,15,ce-72808,43,322.72
2015-06-22,49,eT-00623,30,419.35
1980-04-11,90,dN-03875,35,379.45
2013-05-25,50,IJ-97700,31,121.64
1997-12-28,,sb-00848,37,312.04
2004-03-05,23,jp-62118,13,214.57
1983-01-23,81,Yz-98454,47,38.17
1975-05-19,42,So-56793,1,313.41
1990-05-31,54,yJ-10166,7,283.53
2002-05-24,69,BP-00217,42,
2023-05-18,19,on-59180,26,169.09
2017-02-09,35,Rr-97401,20,422.21
2006-12-15,30,nL-90250,21,211.3
1979-10-24,28,pK-61429,34,411.4
1996-06-25,40,GV-85621,34,19.33
1993-07-15,8,vM-01631,46,187.33
2022-05-01,16,Or-99650,29,435.89
2023-04-28,21,yB-77358,6,196.35
1982-08-22,28,Zp-96194,18,259.07
2018-07-12,,TY-11426,39,115.77
2013-02-19,92,fa-26551,25,232.2
1990-12-24,67,fl-75412,33,483.41
1999-05-01,77,gb-78886,5,141.86
1976-02-06,84,Yu-58199,10,123.95
1996-03-20,77,UJ-04661,2,498.75
1986-07-09,50,ir-98262,13,358.12
1990-06-29,61,Br-47212,11,438.86
1998-08-28,17,pU-47154,12,450.3
2012-07-14,29,gi-79937,22,294.86
1990-09-25,7,Zv-06596,5,101.3
1999-12-16,68,uM-56924,9,174.62
2017-04-25,59,us-37526,6,317.36
2020-01-04,1,rY-79356,37,247.34
1996-09-27,79,Il-51939,31,23.67
2016-05-23,2,Zs-80737,2,315.21
2017-02-23,45,pq-16724,20,412.8
2014-10-28,94,ME-26617,44,174.65
2009-08-15,25,cY-68868,2,364.95
1994-06-20,76,QQ-89113,3,321.96
1994-02-27,77,Wv-29096,,62.32
2024-03-08,33,oG-61014,,213.33
2020-10-28,80,Cx-88993,7,310.76
1996-08-13,64,bE-79825,34,182.17
1977-02-11,71,wt-46112,22,11.31
1993-05-06,74,Eg-73875,33,363.17
1999-10-26,59,ZT-75140,7,437.7
1977-10-31,87,Hl-05123,49,9.79
2007-07-23,43,oZ-25867,47,408.41
1997-07-25,59,VN-22660,27,399.47
1983-06-06,8,Tn-79660,38,286.63
1984-01-02,100,lx-41918,47,69.67
1992-03-08,53,HO-37147,1,340.57
1991-04-30,73,hw-96969,34,351.79
1993-12-14,32,Lf-79249,10,281.38
2015-09-27,83,hl-25134,32,42.06
1995-05-28,36,iK-28669,26,44.02
1996-02-11,12,Jk-62782,32,13.8
,,Nd-42257,40,445.6
1994-06-07,59,JG-07236,15,169.33
2014-06-11,92,Fk-76767,49,6.09
1975-08-17,38,ro-90340,11,411.81
2006-08-02,33,JG-42797,26,413.15
1977-09-14,97,IW-91485,38,446.42
1972-10-31,65,VP-78361,4,219.24
2021-02-16,100,wf-34074,47,56.26
1999-11-18,42,TN-13395,45,140.43
2013-01-22,58,nZ-62923,48,422.32
1974-01-15,95,Ik-95849,40,344.87
1992-01-10,91,Rg-44948,45,356.62
1979-03-25,75,pj-60422,48,269.28
2018-05-30,2,KO-53672,43,137.15
1988-04-15,88,zG-66711,19,272.88
2021-01-09,79,La-45775,48,197.5
2022-09-06,90,zn-17518,25,395.12
1999-03-28,,vJ-37454,50,224.32
2009-04-30,91,cg-29750,39,363.83
2012-08-11,88,Da-70127,8,217.11
1999-02-11,75,degree,,464.67
2016-11-10,81,Px-24241,37,41.08
1987-01-15,24,Ot-15206,35,50.51
2019-05-28,43,nE-36110,40,498.33
1975-04-22,2,aa-29387,42,312.46
2017-05-03,42,eo-51627,17,145.0
1996-01-26,48,ti-11155,19,100.29
1996-01-17,22,aN-22189,41,336.82
2014-03-27,55,AN-27532,48,325.05
2016-09-20,,,5,398.14
2010-02-13,30,pr-65652,26,13.36
2013-11-13,83,UM-13899,3,40.93
1989-05-22,88,Gm-04389,29,
2020-11-21,29,yh-64037,35,318.85
1986-05-29,94,,36,25.68
1978-12-25,71,Rl-69658,47,209.26
2021-11-26,21,aq-71091,8,400.83
1984-09-06,71,OT-00684,5,102.72
2004-02-05,46,IN-66618,40,100.78
1980-05-22,85,nZ-41418,24,479.54
1980-07-28,29,tS-85691,24,367.82
1999-10-09,46,hD-30316,42,421.69
2011-09-01,69,aT-90421,47,14.22
,75,HY-02758,3,274.02
2019-01-18,100,Uh-42524,38,149.04
2022-07-01,51,we,40,379.82
1971-12-31,73,qT-56481,48,
2009-03-29,30,,14,396.77
2008-07-30,,KR-25241,34,140.38
2019-03-09,73,ap-13800,42,43.53
1973-02-16,29,cJ-75622,32,
2024-08-26,57,Uu-63536,14,82.89
1988-06-17,85,Rd-19518,31,242.12
1982-03-16,,Ds-38061,11,258.76
2022-08-22,22,ax-45187,39,320.62
1983-08-28,37,Dx-49493,31,89.43
2010-04-07,75,aA-73832,17,344.37
1971-08-18,9,aW-38505,13,455.12
2014-09-24,78,pA-64138,3,268.06
2003-06-26,85,oH-02410,50,218.59
1998-02-09,90,Gi-57191,50,296.58
2013-05-13,90,BQ-61990,50,430.23
1978-11-23,53,economic,1,
1989-11-06,89,Cr-45655,28,130.55
1985-11-24,47,jg-13291,14,392.98
1981-03-09,72,Iw-77561,50,369.21
2022-06-03,96,hf-37474,7,203.28
1980-09-22,90,jf-49035,,50.09
2018-05-24,56,Rt-35680,,195.24
1987-09-15,67,VJ-20678,50,321.94
1987-01-02,85,ad-17121,39,350.73
2023-02-22,47,doctor,18,179.8
1978-11-23,,Lq-36519,36,415.73
1975-02-07,36,fZ-01372,26,134.25
1992-07-24,10,KB-10702,33,438.68
2019-04-19,89,lw-67066,16,480.81
1984-08-11,76,cN-24472,25,497.13
2012-02-19,41,JE-93476,45,127.89
1974-02-24,44,mP-14626,23,288.99
2024-04-01,25,YT-83806,17,105.37
1994-06-09,20,Gu-78759,43,8.28
1996-06-06,62,ob-42059,37,247.95
2025-03-02,36,XL-40785,34,241.77
1985-11-03,51,IY-21334,8,232.73
,27,ll-03965,17,135.11
1986-02-05,44,TS-95590,45,185.71
1993-12-07,74,ZF-99293,7,403.02
2006-11-22,26,do-42701,1,252.3
2010-12-11,67,vN-30870,17,286.08
1983-09-17,8,bj-25250,7,170.65
2009-12-02,33,xT-21851,44,103.48
2015-01-22,23,ui-69154,33,369.58
1980-09-19,37,SN-67528,41,172.01
2023-07-22,10,tU-53926,42,137.4
2016-11-07,57,zX-42209,34,209.92
,94,oO-02959,48,87.62
2008-06-26,61,pw-17251,49,56.44
1991-09-29,50,qn-21570,41,265.74
,46,dy-15410,35,276.53
1999-10-28,70,wI-62676,41,220.31
1995-07-18,45,Ce-17932,20,133.6
,98,ge-04054,1,248.51
1993-04-05,99,fv-26218,1,98.34
2010-06-04,32,MB-97062,25,44.21
1980-09-09,79,AS-01533,48,138.07
2007-09-16,18,gd-84443,18,248.54
1996-09-26,,xa-98720,9,364.92
1999-02-06,64,gb-14973,32,234.52
1984-01-31,97,tY-24171,5,94.89
1997-01-18,49,yl-77418,16,487.61
1995-04-01,26,qC-65270,14,342.31
2001-08-25,81,jW-43490,8,321.07
2017-05-24,86,WL-11586,,398.22
1985-06-25,,IR-80686,31,81.72
2002-04-24,64,zT-93741,49,34.59
1972-05-13,14,jh-89899,42,403.74
2021-07-12,89,ic-72233,3,221.56
1998-10-24,25,qu-16329,30,416.52
2019-06-25,9,Ju-11686,35,5.36
1988-10-18,24,HY-87099,40,361.9
1998-07-22,50,LL-16229,10,164.69
2021-08-10,67,Iw-11914,12,105.03
1997-12-17,74,Ec-46799,40,131.69
1981-09-20,,RS-46299,6,321.26
1997-05-03,54,VE-06530,40,25.12
1988-04-11,28,rF-50544,35,100.59
2017-05-17,23,Xu-13247,50,182.19
1988-05-02,14,nA-69137,22,269.28
2020-06-03,41,Yk-78508,27,218.14
1974-06-19,73,Kb-48628,48,481.02
1981-10-28,,,9,154.41
1994-07-11,,zO-34578,18,258.08
1978-06-06,,Cl-03579,24,128.68
2002-04-18,74,qV-98552,47,243.85
2016-11-16,90,kK-14060,,405.13
2023-01-25,99,PA-33334,8,117.23
2004-12-05,2,MZ-00722,,272.27
1970-07-30,29,By-34944,29,289.75
1993-09-24,51,RH-74374,,202.6
2012-06-08,100,Qx-69108,13,327.86
2008-03-17,95,Ee-99441,28,462.45
1992-11-19,55,mj-45444,,155.89
2005-03-15,57,Ri-30965,15,190.04
2019-01-31,15,zy-07446,10,
2020-02-19,15,UT-09935,48,105.88
1985-02-17,62,kQ-87584,,293.59
,22,Vq-24172,18,
2019-05-08,35,wo-82513,,434.37
2020-08-23,49,Ls-46554,32,268.12
2001-07-23,59,,34,247.52
,88,tA-38168,33,35.69
1973-09-05,4,KD-22356,22,330.18
1979-09-30,87,Ol-52175,16,216.1
1991-04-30,58,WX-00743,35,105.14
1981-06-22,68,NB-92712,50,466.85
2013-02-09,72,ac-66676,10,383.89
2006-04-29,53,mb-35058,41,140.53
2016-01-20,,ig-03354,39,119.3
1996-02-07,46,ct-89421,39,326.54
1989-10-16,61,,49,463.09
1979-02-08,86,Zz-57532,29,247.52
1971-04-21,32,LG-33230,25,200.1
1981-07-02,69,XI-15064,34,231.17
2012-05-28,32,dS-09010,36,383.75
1977-11-17,57,qE-67618,30,150.74
2017-10-06,19,Qg-23046,33,390.47
2015-01-31,18,,30,357.75
2004-10-24,33,Fm-91411,11,66.15
2011-06-11,47,TA-34835,33,84.15
,22,SE-20873,10,76.58
1992-07-01,40,KQ-30011,41,449.78
,98,qP-21811,35,305.95
1985-09-24,85,gl-74470,,441.67
1972-09-07,,gW-45561,3,21.05
1973-02-14,43,CN-02255,12,145.77
1988-04-04,74,zz-15521,38,22.74
2001-01-25,49,hi-46762,5,71.6
2017-05-17,68,EZ-02169,4,366.22
2008-09-19,62,Nb-72965,46,306.38
2016-07-30,80,Cc-27716,34,251.38
1974-04-24,30,,2,399.38
1985-03-30,79,BQ-58891,36,110.11
2019-06-14,33,JN-37562,21,61.35
1973-09-18,73,ke-02877,22,461.53
2021-02-18,5,dG-75354,35,233.92
1985-02-26,8,DC-86631,21,14.27
2024-07-11,46,uh-97177,22,315.12
2003-11-06,50,JJ-01660,20,
1970-01-05,64,Jn-19948,20,154.65
2014-07-19,100,Dv-75503,31,81.27
2008-02-13,68,hg-99757,7,469.32
2021-09-02,,JH-30554,,466.51
1995-06-12,12,TV-10272,50,159.68
2019-02-07,27,mh-61493,21,337.21
1996-09-26,,WA-37351,14,276.94
1973-03-01,37,Gi-91779,22,
2003-12-12,7,LE-08086,12,446.18
2004-08-04,58,yQ-29221,46,405.6
2010-11-13,98,MS-95866,45,230.51
2021-11-17,60,CZ-34654,40,184.91
1979-01-28,43,SJ-26984,2,60.88
1991-05-13,37,Ts-83339,7,358.57
2016-09-21,10,SO-52288,27,125.63
1991-12-09,9,KQ-15879,28,174.39
2018-04-29,86,Hg-68460,32,300.06
1971-09-21,57,rW-62003,7,300.22
2023-06-16,83,SY-24420,38,
1990-01-31,20,gN-38057,29,342.35
2015-12-21,87,GY-83863,23,293.45
2024-03-23,17,YR-40666,,282.21
1991-04-12,37,NX-80043,26,357.33
2000-02-25,28,mX-35989,25,183.34
2019-05-01,86,daughter,10,245.92
1990-01-07,11,VG-72122,45,215.72
1978-02-14,71,qi-60648,28,291.08
1980-12-13,65,Tj-94057,3,286.23
1972-09-19,62,Qt-25909,34,491.92
2003-05-20,11,Ho-98515,41,480.4
1982-07-07,75,II-81826,,229.75
1997-06-14,43,vx-15335,19,349.05
1989-12-23,73,WP-39878,37,495.23
1970-08-07,37,Np-15739,18,309.82
1972-09-18,95,IU-56164,10,188.03
1989-03-31,31,CF-08588,22,483.84
1972-12-25,64,gk-43581,43,320.6
2022-08-16,45,QO-88013,4,202.38
2022-08-23,97,SV-36138,25,76.85
,58,Tv-61207,3,267.99
1972-07-30,79,Je-11024,18,131.4
2009-02-15,87,Oz-34667,13,340.47
1999-06-20,2,,7,344.32
2019-01-06,33,wG-91901,39,418.55
1977-03-23,91,WC-44914,25,450.45
1995-12-16,15,oi-60728,5,461.73
2020-10-25,86,RY-68424,5,35.88
2019-08-19,34,hc-50882,32,104.33
1970-05-06,14,ft-99688,42,223.58
,10,kl-53682,32,321.97
1985-01-09,35,QZ-94312,1,470.26
2008-08-09,94,sQ-08781,1,346.18
1974-08-02,69,vw-41397,26,498.52
1978-09-22,44,mu-31491,42,279.47
2003-01-24,39,jK-75949,23,443.18
2008-07-29,5,up-55620,32,397.41
2023-06-19,58,do,22,26.19
2018-06-19,86,ED-64525,35,291.78
,19,her,,352.14
2022-09-21,7,PM-47812,40,297.57
1975-07-31,64,UO-42834,13,406.7
1975-03-16,42,Lz-10809,21,397.59
2022-05-06,43,II-93084,11,278.94
2002-02-16,6,Us-25639,25,12.74
,23,xG-78816,19,404.67
1970-09-21,27,Ck-39282,16,
1982-03-11,64,co-99275,20,7.26
2021-10-26,68,oc-73145,35,234.79
2015-07-01,7,Dc-38567,31,84.08
