date,store_id,product_id,quantity_sold,revenue
2024-10-30,45,INVALID,ERROR,50.9
2024-07-20,79,c49a,10,468.83
2024-10-28,40,4581,7,346.77
2023-08-01,21,62ec,45,57.26
2023-12-11,77,e547,20,132.44
,33,2ac1,1,332.84
2024-03-28,43,,10,91.53
2024-07-10,73,5a78,9,126.68
2023-05-06,30,e7fd,35,159.54
2023-07-14,71,3d05,49,137.29
2024-07-30,73,d5f5,,99.8
2024-01-21,13,908b,17,247.91
2024-07-31,98,2ec2,3,0.0.0
2024-01-24,75,67c8,10,432.29
2024-05-25,100,2546,42,377.3
2024-09-29,88,,16,285.98
2023-10-17,47,4ca2,15,11.92
2023-10-17,32,2183,17,0.0.0
ERROR,29,f283,17,157.33
2025-03-15,XX,1ad7,15,120.7
2023-05-23,83,cc2c,NaN,130.37
2024-04-05,8,dc43,36,27.45
2024-11-04,92,2d39,25,325.4
2024-03-07,51,e35a,3,0.0.0
2024-07-03,ERROR,cca5,39,281.05
2023-06-16,7,07fe,36,354.16
ERROR,67,,4,77.25
2024-04-07,76,7cb5,40,ERROR
2025-02-17,6,a03d,48,427.34
2024-12-03,86,,30,379.03
2023-12-21,42,41ab,8,318.32
2023-06-10,73,56ce,,135.78
2024-10-14,76,fd38,12,380.11
,71,83bb,47,0.0.0
ERROR,97,7eeb,23,ERROR
2024-12-10,71,c0c1,15,305.78
2023-09-22,49,ec26,11,297.04
,96,6bf3,41,453.52
2025-02-02,82,5759,16,357.52
2024-03-04,61,INVALID,34,219.32
2024-09-28,88,c8b2,8,64.76
2025-02-28,ERROR,81ec,43,86.0
2024-09-14,54,7892,47,474.52
2023-06-04,XX,23c2,49,176.76
2024-03-10,62,9773,34,194.85
2024-03-26,33,,38,341.27
2024-01-09,21,c514,37,163.43
2023-08-29,34,081b,38,0.0.0
2024-12-20,61,d9b0,3,41.08
2024-08-14,100,ec02,46,165.43
2023-07-16,81,8187,14,273.23
2024-12-14,45,9722,36,488.72
2023-07-16,,66de,47,25.04
2024-05-26,54,97f6,50,119.18
2023-04-10,XX,c9e0,NaN,78.04
2024-11-28,47,590b,40,453.85
2024-02-10,13,273f,17,175.93
2023-06-29,81,923e,49,214.55
2024-04-22,5,74c7,20,ERROR
2023-10-10,39,e8d4,18,0.0.0
2024-07-20,38,b613,49,315.02
2023-12-21,75,,13,31.02
2024-06-29,22,8246,23,465.6
2023-11-24,ERROR,7f31,30,52.02
2023-07-31,51,82b4,25,40.68
2024-05-23,,ab43,32,259.08
2024-09-29,98,a516,46,34.41
2023-04-28,75,1797,23,382.38
2024-08-15,36,5b88,12,
2024-12-27,18,64f5,10,466.29
2023-06-19,,6cc7,27,11.92
2024-05-28,21,e10e,49,
2024-01-30,3,4ce0,42,232.74
2023-10-07,7,a14f,10,336.83
2024-04-17,93,3b98,1,9.01
2023-08-26,56,178c,48,298.68
2024-12-21,39,453d,6,43.61
2024-11-30,35,f84d,NaN,355.41
2023-08-31,69,INVALID,29,340.72
2023-09-16,93,02df,21,400.48
2024-08-31,55,35e8,2,476.31
2024-06-09,68,2743,46,131.87
2024-04-14,26,c442,,137.51
2023-04-05,96,beb1,16,
2024-04-25,73,0880,26,479.05
2023-09-17,58,96c1,18,162.46
2023-04-14,56,,50,
2024-05-10,,7635,38,110.19
2024-01-01,70,8f18,2,113.77
2024-05-08,20,,,163.39
2024-06-15,22,e2b6,30,200.61
2023-09-24,5,85d7,6,409.84
2024-06-20,65,7406,23,0.0.0
2024-11-23,80,,46,0.0.0
ERROR,84,42f6,49,0.0.0
,26,cefb,42,106.14
2024-05-19,XX,,6,0.0.0
2023-09-02,49,0fff,31,279.55
ERROR,22,4660,44,316.99
2025-02-22,,7af2,44,242.1
2024-01-22,90,69d6,11,181.72
2024-02-16,XX,ERROR,34,38.1
2024-06-23,94,a8b2,13,27.66
2023-10-01,35,c20e,NaN,0.0.0
2024-03-27,30,2fd7,27,113.91
2023-10-27,3,3a16,42,172.52
2024-01-20,7,fbd1,21,
2023-04-20,88,,44,15.92
,,3d64,15,91.02
2023-04-03,34,acb2,6,0.0.0
2023-05-01,17,3f33,21,254.33
2024-07-26,3,8d2f,16,251.58
,75,9eb9,NaN,460.35
2024-05-09,71,b1e7,37,459.38
2024-06-08,24,fce5,NaN,419.32
2025-01-10,66,d21e,29,184.78
2023-11-28,10,7fec,35,
2024-05-17,44,7e36,7,433.75
2025-03-13,41,ddaf,36,
2024-10-13,24,1f1f,43,351.62
2024-07-22,47,5d96,47,308.24
2023-06-19,90,5345,38,102.07
2023-10-29,92,3468,27,13.79
2024-02-10,53,990d,4,171.5
2023-08-26,31,fc42,42,466.04
2025-02-05,61,57a8,24,59.42
2024-04-14,75,eabd,29,105.92
2024-09-02,42,8ad8,,398.08
2025-03-16,73,cccb,32,ERROR
2024-09-10,6,1ca7,9,
2025-01-20,65,36d5,43,452.6
2023-11-07,50,,4,451.59
2023-04-20,66,944e,33,0.0.0
2024-02-18,13,14b6,,305.99
2023-10-15,20,,6,46.17
2024-04-13,71,4470,34,81.66
2023-10-13,8,7cd5,41,457.9
,5,ba97,42,204.8
2024-09-10,ERROR,938c,36,
,13,863d,3,22.35
2024-12-02,93,5fb7,39,380.53
2024-05-14,59,ERROR,35,465.04
,46,8811,NaN,201.27
2024-07-13,86,9df6,42,197.15
2023-10-13,40,ddb8,29,230.18
2024-01-10,,b9c6,2,68.46
2023-05-06,27,753b,14,184.6
2025-01-09,4,1908,3,152.35
2023-12-29,83,76c8,34,417.76
ERROR,60,fd49,29,385.31
2024-07-10,13,03e3,29,189.34
2024-06-20,36,0ff5,46,82.32
2023-09-12,1,b2c5,,0.0.0
2024-12-15,79,0233,27,387.29
2023-05-27,45,7301,ERROR,401.08
2024-01-26,34,2b92,27,265.11
2023-05-01,41,879e,27,254.18
2024-10-07,3,2573,,212.75
ERROR,74,b2ee,11,342.7
2024-08-03,85,9718,39,295.58
2023-05-30,56,3dae,27,211.34
2024-08-30,2,eb9c,ERROR,313.43
2023-10-19,88,63a3,24,145.48
2023-08-01,,5bd4,40,
ERROR,ERROR,9b51,43,234.66
2024-09-08,ERROR,9691,34,484.53
2024-10-12,4,ccaf,9,262.55
2024-05-14,85,2473,14,226.87
2023-08-20,73,dc93,25,262.47
2023-07-15,37,ERROR,1,27.72
2024-01-04,17,b54b,48,482.91
2023-08-06,XX,4287,44,474.85
2023-05-06,74,2727,46,0.0.0
2025-03-24,,2638,15,406.97
2024-08-08,99,5fca,50,217.97
2023-09-08,38,0376,45,143.76
2023-10-12,25,e4b9,34,125.24
2023-07-17,43,9cc7,50,
2025-01-08,ERROR,747a,13,301.9
2024-08-23,,,35,256.71
ERROR,77,,35,124.32
2023-08-03,60,5334,17,275.49
2023-06-05,27,76f0,6,
2024-09-07,90,4092,,234.75
2024-02-26,16,8c04,17,97.8
2023-08-29,8,1505,6,343.03
2024-02-11,86,752b,25,187.02
2025-01-02,78,9eac,27,285.46
2024-01-07,33,70ff,29,423.06
2024-05-17,,,15,321.07
2024-03-15,3,6480,30,
2024-05-16,10,8a83,4,213.22
2023-12-19,93,INVALID,13,456.89
2024-10-30,32,7a03,50,365.26
2025-01-21,5,ERROR,49,24.31
2024-03-17,,d907,20,217.65
2024-06-08,22,36be,44,
2024-10-21,65,,25,57.45
2024-05-21,5,908b,,ERROR
2023-06-15,81,55a9,17,318.16
2025-01-06,ERROR,f3bb,27,187.43
2024-05-02,24,eae6,50,
2023-06-24,78,d4eb,41,456.23
2023-04-23,58,8663,40,462.25
2023-05-27,77,045b,17,334.5
2024-11-11,53,98c5,38,318.08
2024-04-02,7,4dc7,15,461.18
,72,cfbe,11,309.72
2023-04-16,57,119e,45,385.81
2025-02-12,89,ef61,5,54.09
2024-01-24,64,7230,36,236.87
2024-04-27,ERROR,3e9e,47,443.91
2023-05-22,29,a061,38,353.63
2023-04-28,74,6fe3,15,
2023-09-03,38,INVALID,40,139.83
2024-11-30,25,1a61,8,0.0.0
2024-07-06,56,2905,32,322.99
2024-08-19,7,62f6,46,87.12
2024-10-22,ERROR,8394,8,133.2
2024-06-18,20,35e4,14,56.06
2024-04-09,19,0d1d,47,475.02
2024-07-26,57,f5e0,,40.44
2023-07-02,52,,25,373.41
2024-01-15,73,6e21,12,151.44
2023-08-22,86,,1,116.51
2025-01-16,83,INVALID,19,177.84
2024-11-01,XX,fbbe,5,113.81
2023-10-18,47,,10,435.29
2024-02-12,80,c9ae,32,391.11
2024-03-26,95,0289,38,143.52
2024-12-05,,dfe8,20,401.06
2023-08-23,62,88ad,NaN,176.01
2023-07-14,95,e249,1,140.07
2023-05-13,31,0e89,32,52.15
2024-03-26,26,372f,4,204.08
2023-12-30,,ERROR,39,423.79
2025-01-12,77,ff29,46,491.31
2024-08-28,,7f90,5,172.03
2023-07-27,41,0a63,34,134.66
2024-02-22,93,df87,27,51.32
,20,3506,NaN,317.51
2024-05-29,100,a46b,42,268.82
2023-10-22,81,c40f,15,462.67
,,d9cb,6,5.5
2023-12-26,78,2503,49,ERROR
2025-02-27,2,a9a2,3,252.64
2024-11-10,97,dcb1,NaN,
,42,5e17,1,172.29
2024-08-20,94,2531,34,247.77
2024-05-09,35,2f58,42,117.98
2024-12-10,86,7563,5,370.17
2023-11-24,71,ffa6,23,172.3
2025-01-13,85,c6f3,36,458.56
,99,6f9e,13,361.75
ERROR,,8580,34,374.09
2025-01-27,14,2183,27,463.02
2023-07-01,69,5005,43,388.68
2023-10-21,63,f483,43,92.52
2023-10-23,,53e0,3,83.34
2023-05-12,ERROR,e624,NaN,373.64
2024-02-06,24,c601,ERROR,315.59
2023-12-31,2,e9df,23,46.81
2023-04-30,12,3b27,23,494.22
2024-05-23,94,510f,50,98.26
2024-09-20,48,0c65,ERROR,466.62
2024-04-30,ERROR,84e8,31,127.29
2023-09-10,,c039,41,0.0.0
2024-08-24,ERROR,ebea,39,98.12
2023-12-28,64,bd2d,42,38.22
2023-04-17,61,6133,37,402.37
2024-07-25,35,cb54,7,419.08
2024-03-21,48,0fd1,18,208.92
2024-03-25,11,cbc9,16,381.17
2025-01-15,15,157f,37,0.0.0
2024-08-21,18,59ed,,239.18
2023-08-28,85,caf9,NaN,464.1
2023-10-26,25,85d1,25,
2023-11-22,52,a6df,30,0.0.0
2024-03-21,43,e281,28,
,63,0c04,49,73.58
2025-02-09,8,6f90,7,274.7
2023-08-06,78,a99f,37,209.8
,89,6593,33,240.96
2023-09-22,16,cea0,,154.77
2023-07-08,63,1922,NaN,462.29
2023-05-02,34,beeb,31,347.54
2023-11-11,15,INVALID,12,347.85
2024-03-12,52,a85f,25,
2024-07-07,7,a7f7,23,333.07
2025-01-23,89,891d,32,129.87
2024-01-31,22,e869,ERROR,266.66
2024-04-04,39,9035,5,279.01
2024-01-12,5,5df0,,136.19
2024-10-11,73,eb4b,4,214.29
2023-11-13,94,,10,18.62
2024-11-03,92,INVALID,49,383.73
2024-02-22,5,b06a,15,154.14
,33,1418,ERROR,278.58
2025-03-30,85,d6a5,46,366.25
2024-03-03,100,08d0,14,91.97
2023-10-18,55,d46f,ERROR,10.9
2024-01-20,92,c213,8,485.04
2024-03-22,XX,,9,363.41
2024-11-24,72,,40,
2024-05-24,75,8cdd,4,251.98
2023-08-02,73,48db,9,280.54
2025-01-30,6,7fb8,41,
2024-10-08,65,71c2,17,88.75
2024-06-12,89,INVALID,3,187.23
2023-09-15,78,3636,28,
2024-09-11,96,4b85,15,
2024-08-18,100,3088,,112.04
2024-06-26,20,59f2,46,393.51
2024-10-31,71,07ab,14,383.09
,71,96a9,,24.73
ERROR,28,7bf6,50,5.41
2023-08-26,30,5bb4,2,251.09
,18,7063,40,270.91
2024-05-13,79,4110,,
,XX,c22b,1,387.94
2024-06-17,XX,0a65,9,392.59
2023-12-15,18,INVALID,43,334.64
2024-04-25,80,369e,4,127.02
2023-11-22,XX,d1ca,29,424.19
2025-01-09,15,ERROR,36,204.3
ERROR,,4c54,17,482.95
2023-07-02,,2b23,47,343.68
2024-10-08,,ceae,50,282.61
2024-09-04,85,7b4b,,422.58
2024-07-01,62,371f,19,212.18
2024-09-08,28,6359,22,379.17
2023-12-08,XX,9c16,16,394.28
2023-05-15,58,de3f,45,410.98
2024-09-28,29,04e3,26,
2023-09-06,28,f495,,328.23
2024-04-15,25,5965,,226.98
ERROR,18,f2de,28,433.37
,,a763,42,99.85
2023-07-24,60,INVALID,29,480.01
2025-03-11,72,INVALID,35,
2025-03-15,76,d1b0,20,370.55
2023-05-08,69,07d1,43,305.14
2024-01-28,77,a799,18,322.92
2023-12-17,73,INVALID,14,497.33
2024-04-21,22,21ac,,
2023-05-10,100,ebf5,38,474.12
,26,b8f3,46,183.4
2024-06-03,99,3b21,18,0.0.0
2023-08-16,16,a39f,46,461.75
2024-12-05,54,bd6a,28,305.09
2024-05-14,47,dedd,ERROR,280.45
2023-10-05,97,038e,39,185.35
2023-05-17,32,c0d0,4,311.35
2024-05-20,69,c56b,8,477.25
2023-11-12,77,af79,26,35.03
2025-01-17,82,6210,17,217.43
,ERROR,add0,23,172.62
2023-06-22,64,407d,26,257.96
2024-03-24,72,682c,ERROR,207.6
2023-11-13,1,db70,46,191.42
2024-09-27,73,INVALID,30,487.67
2023-08-15,57,5237,7,329.57
2024-03-06,57,fe68,32,354.72
2024-08-11,72,2532,50,280.03
2024-04-21,63,,32,330.78
2024-08-21,49,93d3,9,61.25
2023-04-16,,841c,ERROR,347.46
2024-11-27,XX,,16,472.24
2023-10-25,59,,27,0.0.0
2023-06-12,41,63ac,24,136.36
2023-11-25,,e458,19,ERROR
2023-10-26,34,6559,16,219.57
2024-11-05,60,7585,26,155.34
2024-08-15,,8072,16,480.3
2023-07-01,ERROR,d0c9,50,87.11
2023-12-01,4,INVALID,32,328.68
2024-08-08,ERROR,2677,,103.34
ERROR,49,e33f,24,411.98
2024-04-09,38,f292,43,125.65
,79,fd2e,44,
ERROR,72,e8f5,24,
2023-08-27,92,ERROR,1,43.7
2025-03-02,60,2f78,NaN,496.75
2023-12-30,47,420d,3,
,93,0806,50,33.82
2024-10-18,48,ecb1,21,196.31
2024-06-01,90,3b99,37,339.76
2024-01-21,72,e757,13,327.15
2025-01-18,82,86cb,34,394.03
2024-01-15,34,688c,20,315.75
2025-01-23,41,e3a6,38,414.98
2024-04-21,90,b72b,16,268.54
2023-09-11,29,2aa2,8,0.0.0
,,INVALID,10,0.0.0
2024-01-31,75,b996,21,133.87
2024-07-26,86,87e4,31,359.55
2024-03-24,39,3c6a,14,217.85
2024-04-23,85,7e81,16,421.34
2023-08-19,50,c715,37,242.96
2024-02-21,83,,11,
2025-01-26,59,1130,4,292.44
2024-07-18,54,055d,10,284.77
2024-02-03,22,517e,ERROR,475.0
2024-02-13,78,a288,37,305.22
2023-10-25,XX,53ed,48,118.97
2024-05-16,70,06c6,21,412.37
2024-12-08,,eae7,44,
2024-04-05,38,e28e,18,347.76
2023-11-22,25,22b0,22,290.44
2023-06-24,60,7c0a,,ERROR
2024-12-13,12,1b5d,11,404.02
2023-04-19,74,4c3d,23,166.13
2023-08-19,99,3dc4,6,112.13
2023-08-04,10,ae48,47,376.81
2023-09-05,82,becb,30,
2023-11-10,87,dd6d,24,455.34
,14,da52,13,0.0.0
2023-06-10,93,d86f,13,104.52
2024-09-14,65,e001,28,468.58
2024-12-13,12,f8b8,17,0.0.0
2025-01-13,54,0cb5,15,408.74
2024-05-19,3,7099,35,156.49
2023-11-27,1,1525,18,0.0.0
2023-09-24,52,6b56,,310.91
ERROR,68,eaed,41,292.59
2024-01-13,19,3b58,23,286.11
2024-03-01,58,a196,25,
2023-11-09,40,8007,35,
2024-01-05,39,43ab,25,373.83
2025-03-25,64,e962,39,457.79
2025-01-27,,0a69,48,276.39
2024-02-10,33,22c1,14,490.75
ERROR,26,87a8,42,268.02
2023-04-15,76,a641,33,401.52
2024-08-24,18,,31,
2024-09-30,41,8821,,0.0.0
2023-07-27,57,INVALID,8,453.27
2024-01-30,20,52ca,16,104.04
,14,5a94,8,15.6
2025-03-18,92,5e52,15,377.62
2024-01-04,14,813a,21,259.27
2024-09-04,23,ERROR,26,59.33
2023-11-02,87,23da,47,480.25
2023-06-28,28,4e6d,44,216.73
2024-12-10,70,2e8b,20,219.23
2023-04-05,85,093a,41,0.0.0
2023-12-16,XX,4841,,127.58
2025-01-12,22,19a4,48,354.67
2023-07-19,77,f32c,28,351.31
2025-03-09,22,dd92,26,226.65
2023-10-22,64,f216,35,
2025-02-12,96,2037,41,92.17
2023-10-27,4,f023,13,278.13
2024-05-18,17,a261,47,258.23
ERROR,XX,5733,14,384.5
2023-05-12,,ec2b,20,441.63
2024-01-07,45,ade8,19,0.0.0
2023-05-16,84,,47,24.65
2023-04-04,80,ea82,6,368.95
2025-03-31,15,fbf5,48,254.36
2024-03-08,79,7036,48,427.9
2023-07-08,47,b810,35,115.65
2025-02-05,7,7393,30,287.0
2023-04-15,14,9b14,16,278.95
2024-07-29,65,ERROR,47,488.03
,5,130d,23,375.51
2024-02-17,34,70dc,44,258.7
2023-12-03,17,3b6c,12,309.55
,45,7e7e,ERROR,117.95
2023-08-16,88,f155,18,249.14
2024-12-23,94,1d64,28,482.24
2023-05-15,20,,45,402.75
2025-02-06,42,,13,
2023-10-04,41,e90b,14,195.63
2023-06-06,,dde5,44,123.55
2023-08-12,60,583c,38,316.01
2025-03-09,3,639c,42,486.43
,52,9af5,32,476.98
2024-10-10,40,7744,4,26.58
ERROR,ERROR,5b5f,5,
2024-10-10,69,fea0,26,ERROR
,99,0e8a,14,49.13
2024-02-25,73,563d,21,440.37
2024-05-24,26,ced2,,94.03
2025-01-18,,1ce3,12,164.24
ERROR,41,db92,18,476.96
2024-02-20,ERROR,0102,29,146.47
2023-04-23,XX,2ff0,37,
ERROR,75,8b56,1,397.62
2024-02-21,29,5b57,41,477.05
2023-05-30,9,2719,47,269.84
2024-09-15,ERROR,7de2,,337.92
2024-06-05,10,5d1b,,441.34
2024-12-31,86,ERROR,34,15.84
,ERROR,4629,,353.42
2024-07-31,79,3bab,48,428.01
2023-06-25,68,07c5,10,325.38
2023-12-18,82,64c2,27,251.17
2023-09-03,8,51a5,34,243.0
2023-07-06,84,d0a8,46,
2024-11-09,17,f8b1,32,278.95
2023-04-21,60,3a21,44,ERROR
2023-05-29,17,01ca,20,291.8
2023-04-07,59,434e,28,42.5
2023-10-05,64,096d,18,ERROR
2023-12-27,69,cbb3,46,230.36
,43,e488,38,396.16
2025-02-03,73,c767,43,301.41
2025-02-23,81,cb81,,ERROR
2024-01-14,91,828b,8,197.08
2024-08-10,XX,4010,24,53.71
2024-11-14,37,39f5,43,161.05
2024-06-03,94,4adb,32,224.79
2023-10-18,55,effc,42,334.78
2023-10-13,77,25c3,49,281.8
2024-01-15,93,baac,22,286.97
2024-11-28,59,e1e1,35,265.27
,33,INVALID,4,349.66
2024-06-10,52,c788,13,281.85
2023-06-18,9,3b69,17,93.99
2024-04-21,19,4c57,9,369.2
2024-10-25,22,7f13,42,173.92
2024-05-14,20,fbd3,42,
2024-08-18,49,d5a8,2,54.08
2024-07-26,ERROR,abee,48,420.65
,9,5ae8,3,
2025-02-11,63,698d,32,168.11
2024-12-28,54,a181,,479.16
2024-12-13,100,81cd,32,130.85
2024-09-15,12,aad4,12,102.66
2024-07-26,77,4897,9,0.0.0
2023-06-09,29,9d7f,15,105.58
2023-07-22,71,5e1c,23,180.55
2023-04-19,76,6107,50,281.94
2023-12-15,69,f15b,6,135.64
2025-02-27,ERROR,f2f9,19,487.2
2023-12-18,33,822b,20,94.25
2023-09-22,49,6c15,43,207.14
2024-01-29,28,a47c,28,202.48
2024-09-05,79,ce67,10,495.47
2023-09-13,4,9572,ERROR,446.75
2024-08-02,48,INVALID,NaN,428.01
2023-08-11,3,34b2,41,131.74
,19,a0c1,9,77.49
2025-03-15,46,,13,379.76
2024-04-12,XX,daf6,16,19.71
2024-07-31,15,24fa,23,359.87
2023-09-24,69,8d2b,38,ERROR
2024-11-08,94,d4f0,19,453.63
2024-04-19,3,6bc2,23,158.23
2024-09-10,,6693,39,87.0
,54,4470,5,239.65
2023-04-16,42,3b58,31,198.75
2023-07-11,59,0243,28,321.37
2025-01-19,63,c539,,182.68
2023-05-26,59,74dd,,239.54
2024-04-11,73,ca33,46,367.68
2025-03-26,38,9bda,43,126.68
2023-07-04,74,4a22,42,169.64
2023-06-29,37,bc60,7,397.2
2023-12-06,78,9ee4,3,129.41
2023-05-01,83,6c29,48,345.47
2024-07-18,31,138c,45,0.0.0
2024-11-29,37,1338,4,0.0.0
2024-05-13,57,dc3b,,318.75
2024-02-19,67,1e1c,40,390.37
2023-11-30,13,0b96,32,126.09
2024-06-19,37,30e9,38,281.07
2024-05-02,58,,44,123.92
2024-10-24,36,1940,43,469.03
2025-03-22,12,ea2f,,25.89
2025-01-11,37,,10,218.47
2024-07-24,79,1c61,16,34.67
2024-08-22,82,2ddb,43,422.36
2024-10-03,45,f864,39,147.43
2025-03-19,36,096c,8,155.99
2024-02-21,64,0511,30,400.23
2024-04-27,,3a75,17,455.09
2024-06-02,86,4865,,287.73
2024-05-08,66,,44,195.48
ERROR,4,,44,171.77
,70,2c34,22,416.74
2024-08-30,51,17c3,14,
2024-09-18,53,d985,36,ERROR
2023-05-09,95,715f,27,ERROR
2025-03-23,28,5b2b,35,34.74
2024-04-27,46,a0df,43,436.56
2023-11-17,16,ade3,41,119.62
2024-10-12,41,b5bf,29,
2024-11-19,100,99cb,5,464.01
2024-02-17,49,35b8,3,405.05
,39,ERROR,29,83.67
2025-04-02,50,4625,21,71.93
2024-01-19,,bf4a,40,341.54
,40,fad4,48,160.83
2024-10-27,,a911,33,416.64
2024-03-29,59,6531,43,55.94
2025-02-12,82,af25,32,172.09
2023-09-02,88,8e65,20,
2025-01-17,91,f69b,32,176.58
2024-09-10,47,7c9b,50,248.15
2023-04-26,XX,0512,16,24.6
2024-10-19,24,b310,ERROR,153.81
2025-02-12,11,a10d,13,134.53
2023-05-17,45,dfd8,21,224.85
,65,b799,2,293.72
2024-10-27,30,ba73,22,427.39
,XX,4f00,26,53.92
2025-03-26,90,4ecc,30,154.71
2025-02-22,48,22c2,33,495.33
2023-10-26,5,ERROR,18,
2025-01-10,XX,b7da,46,274.21
,30,fe31,12,472.86
2025-03-14,81,,5,485.48
2024-11-30,XX,INVALID,10,183.77
2023-10-28,89,e165,13,499.91
2025-02-18,31,0dfa,31,306.79
2023-04-07,37,32e5,1,150.92
2023-09-08,21,ERROR,1,274.83
2023-12-09,51,5585,37,241.54
2024-07-04,74,91a1,39,106.02
2024-04-24,22,babf,36,245.97
2024-06-16,45,bc44,3,198.62
,62,32e4,6,132.61
2023-10-27,6,,34,
2024-11-25,46,02ad,16,59.11
2023-05-13,77,INVALID,15,
2024-05-25,91,3b49,NaN,182.12
2024-07-18,20,9902,27,476.25
2024-04-06,52,5e6c,17,60.78
2023-06-02,74,1c27,33,70.89
2024-10-06,18,cf79,49,0.0.0
2023-07-24,40,2d4e,ERROR,92.57
2024-07-22,75,71ca,ERROR,110.04
2024-08-09,69,9d15,23,386.28
2023-09-04,55,f55f,30,
2023-11-07,XX,bc7c,4,244.03
2023-11-18,24,49d3,46,277.4
2024-01-26,94,3973,35,23.86
2023-07-16,XX,9094,,55.57
2023-06-01,45,c1ca,34,
2025-03-08,93,a803,9,287.04
2024-05-11,86,c069,32,0.0.0
2023-07-04,33,f59f,18,240.22
2025-01-06,31,cd6a,,44.59
2024-04-04,30,33b4,18,418.86
2024-03-06,50,2512,8,0.0.0
2024-12-10,69,6122,8,229.83
2025-02-26,51,e3b3,50,226.49
2024-03-06,78,4c7a,16,494.71
2025-02-02,17,f9e5,17,332.85
2024-08-05,33,2428,48,479.85
2023-08-27,54,dcc7,13,177.06
2024-12-16,3,5746,26,
2023-05-29,63,fbc0,36,36.71
2024-08-06,56,a2a9,6,88.65
2023-05-20,27,21dd,31,399.58
2023-10-18,94,INVALID,,0.0.0
2023-12-23,68,4c48,4,155.49
2023-05-06,25,cf51,,204.95
2023-05-13,53,cee2,39,
2024-08-10,,bebe,33,148.34
2025-03-29,68,87ee,13,27.56
2023-05-28,36,48ba,1,483.08
2024-12-09,63,,1,136.81
2023-09-30,74,1818,37,251.15
2024-11-01,12,c411,15,311.02
2023-07-31,98,ERROR,36,486.49
2023-05-07,79,c66e,15,350.89
2023-08-28,2,062c,,121.29
2024-04-22,85,ca2e,14,497.64
2023-11-07,100,,40,437.06
2023-04-08,58,3642,27,
2023-11-27,1,dd08,23,461.94
2023-12-19,16,ERROR,NaN,
2024-06-08,1,fe57,23,
2024-05-06,,b09a,24,12.63
2024-01-09,56,,10,77.05
2025-01-01,,b07e,NaN,38.76
2024-10-24,XX,,,0.0.0
2024-03-31,53,d465,8,486.08
2023-11-02,5,,5,
2023-11-03,19,8116,39,11.31
2024-11-29,,e8cc,24,420.25
2023-04-05,41,,23,261.37
2023-04-07,99,INVALID,16,264.99
2024-12-24,49,b4a7,33,299.36
2024-03-01,23,036d,49,114.83
2023-10-12,8,0ba7,50,318.86
2024-05-13,50,INVALID,28,387.62
2023-09-13,,b6a3,3,243.38
2023-09-21,73,INVALID,48,
2024-04-20,17,a12f,6,381.47
2024-06-02,10,1b44,23,266.0
2025-03-21,XX,3ad9,35,411.42
2023-04-18,17,808e,42,161.18
2024-02-20,30,45f8,26,485.31
2023-12-11,38,2a3e,41,12.16
2023-10-20,XX,67c0,NaN,280.64
2024-10-21,50,INVALID,49,63.01
2024-05-24,15,eca3,28,210.26
,84,7c1b,NaN,370.36
2023-04-24,73,d4b1,39,42.63
