store_id,store_name,location,demographics
49,Duncan-Collins,73850 Angela Creek,"(-64.0662545,64.997635)"
50,Giles-Ferguson,8391 Skinner Centers Apt. 887,"(-14.8440875,13.164656)"
51,"Meyers, Delgado and Lynn",0540 Nathan Villages Apt. 712,"(35.0655005,-141.576902)"
52,Logan Ltd,LOCATION_ERROR,"(-6.419744,-116.687205)"
53,Robinson-Bowen,57133 Davis Isle,"(-2.326198,98.628055)"
54,"Miller, Sanchez and Brown",27252 Rodriguez Islands,"(-22.344047,112.054497)"
55,Brandt-Trevino,423 Ryan Rapid,"(-37.6570585,-0.460390)"
56,"Anderson, Holland and Mccullough",47647 Mitchell Tunnel,"(-89.390386,83.901664)"
57,Mendoza-Howard,1751 Kimberly Overpass,"(-62.0878235,147.186635)"
58,Green-Page,34493 Ford Trafficway Suite 527,"(44.8431875,137.193993)"
59,Woodard-Hicks,5200 Aguilar Crossroad Apt. 070,"(47.411939,-146.682479)"
60,"Brown, Chapman and Cameron",079 Le Ridge Suite 889,"(27.8727695,20.560350)"
61,Lee and Sons,178 David Viaduct,None
62,Cantrell-Baker,4713 Carrillo Lakes,"(-36.406542,86.774877)"
63,Diaz-Mcintosh,59363 Paul Motorway,"(0.079087,-37.063377)"
64,Welch Group,3934 Jasmine Squares,"(-76.288977,-39.918543)"
65,Harmon Ltd,2169 Patterson Dale,"(26.162268,102.034476)"
66,STORE_ERROR,68793 Barrett Prairie Apt. 479,"(87.8132235,47.990866)"
67,Mullins-Bradley,089 Kristina Highway Suite 907,"(48.1133445,96.057427)"
68,"Pittman, Alvarez and Gamble",28213 Cheryl Brook,"(-85.2884325,107.465701)"
69,Martin PLC,318 Lynn Lights,"(41.415218,21.417088)"
70,Chandler Group,76305 Antonio Manors Suite 898,"(-67.915656,-163.669549)"
71,Nichols-Fischer,None,"(77.821398,154.387665)"
72,Brown-Campos,398 Shelby Passage Apt. 385,"(-39.6881655,-74.562768)"
73,Pennington-Price,LOCATION_ERROR,"(69.676945,138.360088)"
74,Bates-Parker,2032 Sarah Crest,"(4.9443495,81.805033)"
75,Hendrix and Sons,1450 Gonzalez Vista,"(-49.388874,74.438880)"
76,Gallegos PLC,171 Stephen Way Suite 252,
77,Nichols-Vasquez,00839 Kelly Freeway,"(27.3993485,-161.034671)"
78,"Smith, Peters and Jensen",0329 Smith Haven Suite 840,"(-47.342161,-103.594911)"
79,Stone and Sons,2780 Emily Forks,"(35.9505615,157.133802)"
80,"Davenport, Smith and Anderson",7198 Gonzales Divide Suite 282,"(-66.8677925,-66.487808)"
81,"Smith, Hood and Welch",453 Katelyn Square,"(14.8488985,6.039787)"
82,Price Ltd,113 Rogers Spring,"(12.0139335,-161.489906)"
83,Burton Group,6683 Ibarra Streets,"(80.940526,-29.164070)"
84,George-Kennedy,LOCATION_ERROR,"(12.4051865,179.604195)"
85,"Ryan, Smith and Harris",20237 Dennis Divide Apt. 474,"(60.063126,87.116641)"
86,Ayala-Lopez,385 Joseph Prairie Suite 124,"(-73.7992475,50.748443)"
87,"Hammond, Cox and Johnson",6390 Patrick Field Apt. 448,"(44.636628,140.782178)"
88,Peterson PLC,15842 Haley Cove,"(29.2407715,120.449073)"
89,Mitchell-Ortega,None,"(-25.176348,-5.771064)"
90,Kim-Rice,41938 Shannon Mount Apt. 989,DEMOGRAPHICS_ERROR
91,Reed-Guzman,1937 Jeffery Oval Apt. 382,"(25.5129235,1.264499)"
92,Rodriguez-King,45833 Costa Glen,None
93,"Kent, Sawyer and Henry",194 Christine Views Suite 051,"(-33.3252115,-95.644594)"
94,Smith-Anderson,3109 Amanda Summit,"(13.1223725,-10.230626)"
95,Livingston LLC,25115 Walsh Forks,"(18.318356,22.551767)"
96,Bridges-Ellis,290 Jennifer Islands,"(65.966333,125.712479)"
97,Spencer LLC,None,"(9.888303,173.068363)"
98,Parker-Rowland,0903 Monique Loop,"(-62.4300045,94.708927)"
99,Smith and Sons,LOCATION_ERROR,"(-59.331635,-15.979385)"
100,None,36967 Davis Underpass,"(-77.475679,-132.831962)"
101,Smith-Boone,8781 Allison Lakes Suite 704,DEMOGRAPHICS_ERROR
102,"Adams, Hicks and Davis",735 Amy Via,"(9.8942105,-53.170774)"
103,"Johnson, Arias and Hernandez",None,"(-87.1392535,-98.282703)"
104,STORE_ERROR,968 Brittney Station Apt. 099,"(30.3512325,-32.087540)"
105,Lewis Ltd,97999 Eric Lodge Suite 085,"(-40.4088005,-167.069402)"
106,Henderson PLC,459 Rachel Crescent,"(-42.7488915,-144.334858)"
107,Shannon Inc,9802 Wilson Harbor Suite 539,"(-26.4476245,172.477049)"
108,Armstrong-Jackson,5823 Matthew Village Apt. 276,"(24.780663,-129.460193)"
109,Moore and Sons,47797 Rojas Crossroad,"(3.9146805,29.257645)"
110,Perkins Ltd,720 Simpson Station Suite 570,"(-4.593759,-135.837293)"
111,Scott-Pacheco,803 Allen Underpass,"(-23.922138,-171.608809)"
112,Howard and Sons,20375 Cheryl Valleys,"(71.000779,58.349618)"
113,"Lester, Vasquez and Kennedy",539 Jessica Keys,"(15.2403925,-37.530119)"
114,Cooke Inc,295 Lisa Centers,"(-71.658925,29.657678)"
115,None,659 Paul Mountain,"(50.375110,-87.747487)"
116,Turner-Hart,43335 Robinson Locks,"(71.487355,175.967311)"
117,Moran PLC,52383 Osborn Wall Suite 854,"(85.226125,-28.806122)"
118,"Mitchell, Johnson and Heath",1003 Thompson Trace,"(-14.5223855,44.595424)"
119,"Good, Wright and Rhodes",None,"(32.883575,-87.010386)"
120,Baker LLC,40082 Heather Rapid Suite 774,DEMOGRAPHICS_ERROR
121,"Arnold, Chang and Cross",4145 Johnson Trafficway,"(8.466204,-112.372858)"
122,Preston-Wolf,04255 Holmes Field Suite 572,"(-74.814982,-106.726241)"
123,Miller-Sanchez,17140 Baker Forks,"(-34.959134,109.370395)"
124,STORE_ERROR,None,
125,,691 Santiago Green Suite 389,DEMOGRAPHICS_ERROR
126,"Dawson, Marshall and Booth",7361 Perry Pike,"(-4.9223005,-50.431661)"
127,Davidson-Wilkerson,4983 Mark Course,"(38.3242235,133.221924)"
128,Thomas Ltd,763 Courtney Mountains,"(36.783111,-10.215016)"
129,Gordon-Gonzalez,2638 Cook Lane,"(-63.404680,-116.557761)"
130,"Marsh, Rodriguez and Palmer",613 Jennifer Cliffs Apt. 379,"(5.097602,-143.688664)"
131,Calhoun-Thomas,,"(82.8694675,169.076110)"
132,Chang-Werner,93935 Cole Dam,"(-28.9666965,-72.840413)"
133,Jones Ltd,881 Shawn Hollow,"(-44.5036005,-58.510567)"
134,"Fuller, Caldwell and Gonzalez",3191 Eric Highway Apt. 039,"(77.7719415,140.604899)"
135,Rojas Group,9847 Patricia Camp Apt. 827,"(-33.752677,146.232101)"
136,"Martin, Sims and Castro",54087 Stein Meadow Suite 026,"(-89.854937,-108.270124)"
137,"Wilson, Chang and Rose",29968 Sandoval View Apt. 597,"(-12.9359455,2.508167)"
138,Gomez LLC,3460 Anthony Lane,None
139,"Cunningham, Wright and Byrd",1748 Nathan Path Apt. 259,"(28.965620,-109.778502)"
140,Moyer-Summers,60978 Ruiz Row,DEMOGRAPHICS_ERROR
141,STORE_ERROR,5204 Deborah Throughway,"(-21.594407,-26.326143)"
142,"Moyer, Brooks and Clark",77437 Samuel Passage,"(53.782419,104.678465)"
143,Johnson PLC,495 Smith Manors Suite 300,"(-2.428493,72.461687)"
144,"Pratt, Mendez and Young",3312 James Lights Apt. 730,"(-7.2501445,-127.819659)"
145,Watkins-Hudson,4381 Katie Knoll,"(14.831019,-129.725680)"
146,None,692 Aaron Prairie Apt. 445,"(-60.4270595,74.140558)"
147,Higgins Ltd,14656 Long Lake,"(72.7842655,114.235046)"
148,Anderson-Baker,26390 Kevin Lodge,"(39.135741,-105.862601)"
149,Webb Inc,786 Nunez Ferry Apt. 065,"(-79.7647475,125.173177)"
150,Odom-Hayes,36728 Andrea Parkways,"(-42.3719365,174.660943)"
151,None,38248 Jennifer Rapid Suite 802,"(-18.2913675,-90.313116)"
152,"Richards, Patterson and Daniels",22775 Sanchez Grove,None
153,Kelly-Perry,633 Peter Knoll,"(7.954576,-20.580706)"
154,Martinez PLC,07801 Nicholas Courts,"(-38.0147895,-119.275695)"
155,Goodwin-Fields,822 Tina Turnpike,"(10.010696,73.675730)"
156,Beck Ltd,91647 Stevens Plains Apt. 716,"(60.417000,4.612350)"
157,Burnett Inc,813 Willie Parks Suite 435,"(-33.9364145,35.929395)"
158,Espinoza LLC,LOCATION_ERROR,DEMOGRAPHICS_ERROR
159,Smith Ltd,53344 Jamie Orchard,"(3.475468,158.231613)"
160,"Barber, Cooper and Johnson",05280 Simmons Stream,"(-63.8285535,132.892419)"
161,Donaldson-Gonzalez,LOCATION_ERROR,"(-24.5251575,114.514771)"
162,STORE_ERROR,8571 Samantha Underpass,"(35.746393,-174.332332)"
163,"Alexander, Gibson and Hammond",39429 Michael Tunnel,"(-44.090859,-169.577999)"
164,Johnson-Hansen,27262 Stacey Fall,None
165,Rhodes-Sampson,13842 Buchanan Mission Apt. 582,"(-44.9449415,32.155931)"
166,Bradshaw Inc,351 Dan Views Suite 435,"(-31.4707165,74.801738)"
167,Jones PLC,87280 Paul Square Apt. 314,"(74.8441975,-39.546240)"
168,"Chan, House and Young",4179 Jimenez Tunnel,"(70.709685,-73.647883)"
169,"Madden, Costa and Smith",None,"(-41.781565,8.164928)"
170,STORE_ERROR,50550 Hawkins Groves,"(-32.9415915,10.600494)"
171,Mason Ltd,388 Patrick Underpass,"(-44.509507,-109.294319)"
172,"Cortez, Gallagher and Bailey",50792 Dominique Plains,"(-41.077214,72.778088)"
173,"Solomon, Welch and Chavez",509 Carpenter Loop Suite 563,"(-43.2907505,-16.636595)"
174,Fischer Inc,64261 Young Lodge Apt. 113,"(35.5167635,84.427082)"
175,Perez LLC,7165 Best Lodge,"(-0.6422755,-61.545337)"
176,Proctor-Small,None,"(-44.5209735,134.330924)"
177,Clark-Rowland,921 Brianna Unions Apt. 418,"(-13.971022,-179.715190)"
178,"Weiss, Barker and Wilson",9047 Cook Pine,"(-40.705797,-133.540967)"
179,,507 Delacruz Ville Apt. 560,"(47.4305105,112.419079)"
180,Anderson Inc,29085 Jonathan Path Suite 717,"(-58.095061,-71.391457)"
181,Molina-Jones,278 Shelton Brook Suite 424,
182,STORE_ERROR,80347 Karen Trail Suite 054,"(-14.5132615,-24.319303)"
183,Sanford LLC,32153 Harrison Junctions,"(3.131318,-166.908047)"
184,Hawkins-Harrington,536 George Plains Suite 425,"(-63.4909205,80.788137)"
185,Robinson-White,,"(-57.603426,-161.858994)"
186,None,895 Martinez Island,"(-62.093884,33.058875)"
187,Glenn-Alvarado,36651 Michael Corners,"(-33.918360,35.811649)"
188,Berg-Brooks,52242 Gentry Points Apt. 674,"(-80.4037115,64.654453)"
189,Lopez Group,58210 Oconnor Station,"(5.4920855,17.289546)"
190,Burton PLC,8672 Beltran Spring,"(-11.549483,55.411271)"
191,STORE_ERROR,583 Brooke Isle,"(47.887781,-172.626162)"
192,"Perez, Pruitt and Williams",96212 Dunlap Creek,"(42.734815,-35.365534)"
193,Wood-Mcguire,930 Todd Vista Apt. 562,"(72.1335675,-140.760412)"
194,"Brady, Miller and Holder",6716 Smith Trail,"(-68.1375585,-170.712702)"
195,,4324 Daniel Overpass,"(3.2247575,130.472127)"
196,Myers Inc,45426 Eric Villages,"(40.456856,136.274968)"
197,"Farmer, Lucas and Harrell",847 Miller Drives,"(-78.5854515,24.529543)"
198,Briggs LLC,49977 Scott Common Suite 755,"(81.5141995,-72.602820)"
199,Mclaughlin-Bowen,8569 Sharon Springs Apt. 088,"(-37.386188,85.349262)"
200,"Wright, Johnson and Chavez",0333 Lauren Landing Suite 716,"(69.8904665,-67.615549)"
201,STORE_ERROR,0877 Bishop Mountain Apt. 240,None
202,"Glass, Clark and Jones",8308 Robert Streets,"(86.108640,-30.581005)"
203,"Harris, Jones and Moss",770 Edward Underpass Suite 941,"(-40.9610465,-178.727889)"
204,Woods-Baird,None,"(41.711174,40.092663)"
205,STORE_ERROR,58202 Brooks Expressway,"(-65.1660595,-111.267997)"
206,Hill PLC,9037 Odonnell Circles,
207,"Harrison, Blackwell and Martinez",5055 John Summit Apt. 195,"(18.5632525,169.673980)"
208,"Davies, Hood and Hawkins",665 Sherry Forest Apt. 803,"(16.9079225,47.790293)"
209,Frey-Jackson,,"(26.001649,106.606592)"
210,Perry Ltd,LOCATION_ERROR,"(0.0280445,144.409816)"
211,Smith-Howard,329 Joseph Summit,DEMOGRAPHICS_ERROR
212,"Small, Sanders and Robinson",81150 Martinez Plaza Apt. 052,DEMOGRAPHICS_ERROR
213,Bruce LLC,919 Olson Prairie,"(27.4565215,45.573879)"
214,"Arnold, Andrews and Pena",None,"(-44.2186795,93.251618)"
215,Cruz PLC,933 Thompson Island Apt. 977,"(-34.3082595,152.830742)"
216,Green Ltd,LOCATION_ERROR,None
217,STORE_ERROR,LOCATION_ERROR,"(23.329110,20.329169)"
218,Goodman Ltd,0058 Nicholas Street Apt. 999,"(41.5405475,94.368694)"
219,Walker and Sons,3972 Rich Drive,"(88.9436475,-141.696564)"
220,"Torres, Montoya and Bell",80485 Cheryl Parkways Apt. 278,"(-23.985628,-165.064234)"
221,"Nguyen, Miranda and Mcintyre",None,"(67.8125095,124.653518)"
222,Garner-Burgess,None,"(37.812207,-64.603714)"
223,Pollard Group,7907 Daniel Canyon,"(56.6318985,125.064420)"
224,Joyce Inc,3142 Campbell Groves Suite 580,"(73.9920455,-116.197270)"
225,Becker-Gibson,23482 Robert Mews,"(-58.931513,132.565891)"
226,Hines LLC,66442 Green Turnpike,"(-87.996442,121.674985)"
227,"Newton, Rodriguez and Johnson",LOCATION_ERROR,"(23.793178,37.152322)"
228,"Myers, Burke and Wilson",93921 Craig Loop Apt. 805,"(-84.893278,-18.510672)"
229,Chase Inc,,"(-79.7056855,85.217160)"
230,Dominguez-Gillespie,8399 Andrews Fall Apt. 908,"(62.589464,46.130366)"
231,Daniels-Johnson,792 Amanda Green,"(83.4925575,87.506504)"
232,Walker-Martin,51795 Deborah Stream Apt. 877,"(57.294189,39.230239)"
233,"Aguilar, Morris and Mcdaniel",None,None
234,Avila Inc,188 Thomas Port Suite 633,"(-38.252900,76.310565)"
235,Brown-Turner,None,"(-36.4048685,17.607550)"
236,Benson LLC,44479 Mooney Manor Suite 818,DEMOGRAPHICS_ERROR
237,Rich-Crane,893 Fernandez Rapids Suite 601,DEMOGRAPHICS_ERROR
238,Randall Inc,6980 Francisco Way Suite 796,"(77.7609995,91.272920)"
239,Ortega-Maldonado,51842 Mcfarland Throughway,"(-58.1404255,-166.186779)"
240,Conrad-Miller,4101 Davis Points Apt. 035,"(-46.9753555,43.911509)"
241,Ross LLC,44263 Bautista Meadows,"(48.146537,-119.448511)"
242,Floyd-Dominguez,0275 Arnold Hollow Suite 932,"(74.9984805,143.728793)"
243,Baxter LLC,57108 Elijah Harbors Apt. 580,"(-11.874418,166.692187)"
244,"Rodriguez, Phillips and Sawyer",181 Nathaniel Causeway,"(33.078942,-178.357533)"
245,Soto-Tucker,None,"(-72.293052,-136.727152)"
246,Castillo LLC,02463 Samantha Trail Apt. 521,"(50.092744,-32.876856)"
247,Miles-Gentry,1449 Michael Throughway Apt. 272,"(10.5598355,-168.522287)"
248,,39984 Christine Avenue,"(53.637579,-118.834034)"
249,"Brown, Harris and Woodard",7999 Emily Lock Suite 111,"(2.169149,15.598123)"
250,STORE_ERROR,567 Brandt Road,"(-12.6311355,61.917845)"
251,Roberts LLC,LOCATION_ERROR,"(-71.254235,-146.212099)"
252,"Rogers, Ortiz and Garcia",8435 Padilla Orchard,"(87.1325825,-91.010979)"
253,Hopkins Ltd,18718 Michael Station,"(-62.7203785,-28.837812)"
254,"Carlson, Barnes and Martin",378 Valerie Mountain Suite 408,"(37.6743165,-110.956414)"
255,Marshall Inc,487 Joyce Trail Suite 533,"(2.967865,-51.248825)"
256,"Ortega, Miller and Munoz",236 Phillips Pine,"(-61.1840325,24.778614)"
257,Logan Group,None,"(-47.607575,-123.072692)"
258,Perez-Wright,55301 Cassandra Rapid Suite 961,"(76.7045815,-28.079509)"
259,Johnson-Brewer,87015 Jacob Park Apt. 935,None
260,Pope PLC,322 Robert Inlet Apt. 660,"(-87.2212315,-34.366292)"
261,Clark Group,041 John Cliff,
262,Johnson-Powell,148 Gabriel Island,"(-63.059837,113.119324)"
263,Wells Inc,5073 Ryan Course,"(13.4667565,-59.136857)"
264,Cunningham-Warner,69311 Gregory Tunnel Suite 699,DEMOGRAPHICS_ERROR
265,"Ramsey, Anderson and Moody",04338 Mcclure Pine Apt. 893,"(17.6776245,177.957430)"
266,"Simmons, Allen and Miller",484 Torres Run Suite 036,"(69.9017415,113.816956)"
267,Cortez LLC,751 Erin Green Apt. 667,"(-31.4549475,167.489385)"
268,"Smith, Boone and Martin",0691 Dave Lodge,"(-50.2676845,-41.186759)"
269,STORE_ERROR,452 Mercedes Trafficway Suite 051,"(61.7627535,160.665214)"
270,"Jones, Cole and Spencer",6059 Kathleen Terrace,"(29.7392395,-151.244977)"
271,"Soto, Edwards and Rodriguez",4494 James Walks,"(9.836576,134.774981)"
272,STORE_ERROR,419 Gray Underpass,"(-81.235142,-115.062726)"
273,"Garcia, Roberts and Nielsen",2690 Rebecca Skyway Apt. 814,"(5.4500415,-78.189109)"
274,Brown and Sons,6208 Katrina Mountain,DEMOGRAPHICS_ERROR
275,"Blackwell, Taylor and Campbell",533 Carson Crescent Apt. 241,"(23.297047,64.221219)"
276,Fischer-Parker,815 Thompson Skyway,"(-89.0792425,-70.204257)"
277,"Johnson, Griffith and Barker",LOCATION_ERROR,"(7.705319,175.512809)"
278,Ward-Bartlett,LOCATION_ERROR,None
279,Brewer Inc,9992 Yang Mount Apt. 590,"(53.2200265,156.458623)"
280,"Hill, Mccoy and Krause",727 Ortega Centers,"(60.3952285,157.252874)"
281,Smith LLC,None,"(-13.493173,-136.147977)"
282,Sloan-Wiggins,None,"(27.325764,-89.777356)"
283,"Rhodes, Downs and Singh",713 Harris Lock Suite 930,"(57.3782245,-102.988290)"
284,Mcpherson and Sons,59529 Robert Center Suite 783,"(-19.596402,99.203401)"
285,Wolf LLC,19051 David Shoals,"(-89.6501125,29.996282)"
286,Robertson Ltd,060 Craig Forges,DEMOGRAPHICS_ERROR
287,Sanders-Morrison,3350 Hall Pines Suite 664,"(-68.2758625,-47.100980)"
288,Buck-Davenport,251 Oscar Freeway,"(-74.9641015,108.575885)"
289,Chaney PLC,286 Tom Lane Apt. 239,"(-24.2066245,161.439675)"
290,Burton LLC,165 Dylan Ways,"(-35.712314,-30.448761)"
291,Lewis-Griffith,42847 Larry Mission Suite 051,"(-6.5706075,169.649418)"
292,Sanchez-Davis,None,"(-35.215269,150.756749)"
293,Olson-Wells,2737 Krause Plains,"(-33.989041,32.748125)"
294,Cain-Owens,8036 Kelly Isle,"(63.2930725,161.324853)"
295,"Jacobs, Farmer and Vaughn",38379 Sarah Springs,"(-63.469650,21.983061)"
296,Terry-Dixon,85472 Warner Light Suite 141,"(7.729310,-161.428556)"
297,Hudson-Gibson,17656 Hunter Squares Apt. 133,"(29.2526175,-81.146218)"
298,"Martin, Kim and Cole",,"(-80.1952205,71.860404)"
299,Calhoun-Byrd,992 Payne Shoal,"(-0.679336,150.708067)"
300,Hickman and Sons,2895 Dillon Corners Suite 862,"(-60.5691145,44.696742)"
301,"Johnston, Vazquez and Martinez",032 Walters Corner,"(7.943585,1.123843)"
302,"Hughes, Murray and Johnston",271 Elizabeth Cape,"(-34.3344395,30.022433)"
303,Green Inc,104 Finley Orchard,"(48.271246,81.229656)"
304,Terrell-Taylor,LOCATION_ERROR,"(-45.0568635,-8.479691)"
305,Lopez Group,407 Knight Expressway Apt. 978,"(-57.3732695,122.518236)"
306,"Fitzgerald, Cordova and Zimmerman",01903 Paige Summit,"(-89.6313915,-41.866735)"
307,Taylor-Reed,,"(67.1633205,-71.672615)"
308,Mcguire-Oliver,0295 Melissa Corner,"(-18.4859445,8.250121)"
309,Smith LLC,82780 Cody Station Apt. 166,"(-61.6069715,84.294738)"
310,"Reese, Lewis and Lopez",58134 Lisa Cliffs,"(-80.783911,51.748313)"
311,"Harris, Green and Gonzalez",49972 Mark Inlet Suite 034,"(-28.354017,-104.070320)"
312,Alvarez-Fox,38509 Stephen Well,DEMOGRAPHICS_ERROR
313,"Schmidt, Gonzalez and Morgan",8910 Lambert Glen Suite 959,"(-0.702031,-127.617792)"
314,Willis-Taylor,,"(-5.288731,5.130400)"
315,STORE_ERROR,74066 Steele Union Suite 064,"(45.7092795,-152.629553)"
316,Davis-Gardner,48518 Lopez Wells,"(-55.881842,-44.004391)"
317,"Butler, Brandt and Crawford",5561 Greg Dam,"(82.485355,113.995583)"
318,Jordan-Mccormick,0797 Miller Cape Suite 618,"(11.063545,38.227011)"
319,Hill-Mendez,520 Barrett Flats,"(56.2385325,-147.508995)"
320,None,5597 Roy Burg,"(41.558627,-84.313428)"
321,Skinner PLC,297 Sanders Unions Suite 026,"(-8.2258605,-160.262019)"
322,"Novak, Hill and Beasley",47612 Debbie Locks Apt. 609,"(77.679667,101.888802)"
323,"Fuller, Phillips and Dean",26916 Stephanie Grove,"(58.1193535,-125.941835)"
324,Washington PLC,769 Holly Islands Suite 713,"(-87.9449915,-164.657882)"
325,Nguyen-Higgins,4405 Waters Flat,"(43.6336485,-31.564603)"
326,"Harris, Marshall and White",815 Michael Glens Apt. 510,"(-48.5937965,-121.925817)"
327,"Cook, Powers and Willis",1168 Robert Park Suite 814,"(38.1024905,-142.762095)"
328,Gomez-Hopkins,,DEMOGRAPHICS_ERROR
329,Young Ltd,84496 Sherry Fields Suite 053,"(30.070465,-66.546682)"
330,STORE_ERROR,50498 Lisa Brooks,"(-36.8459545,-1.588133)"
331,Weaver-Miller,886 Ronald Rue,"(-82.5712985,-14.706356)"
332,Castillo-Clements,40352 Smith Spurs Suite 853,"(37.030612,86.791240)"
333,Beltran-Mcknight,462 Bianca Vista Suite 433,"(21.329925,-105.702545)"
334,"Lozano, Campbell and Banks",None,"(-10.4886895,-111.980861)"
335,Archer-Allen,4243 Thomas Walk,"(9.120529,-68.107045)"
336,Nixon-Rivera,03339 Smith Pines Suite 647,"(-83.619590,156.950665)"
337,Smith PLC,09923 John Mews,None
338,Marks-Newton,16267 Little Track,"(-81.2548245,-62.958710)"
339,"Luna, Bates and Bender",64085 Barry Brooks,"(52.9609275,-27.901912)"
340,"Hopkins, Chen and Turner",06478 Russell Mills,"(17.0356805,35.974454)"
341,"Schwartz, Hall and Austin",7544 Breanna Parkways,"(-5.5805285,90.485594)"
342,Hopkins-Harper,162 Glenn Pass Suite 241,"(66.789306,13.191620)"
343,Duncan-Cole,55478 Amanda Avenue Apt. 359,"(89.994595,-51.413429)"
344,None,68338 Julie Plain,"(47.1677305,-149.143771)"
345,Taylor Ltd,1694 Pamela Ridges,"(65.8610125,131.601642)"
346,Fitzgerald Inc,0750 Crystal Branch,"(69.317722,162.508463)"
347,Garcia Group,60319 Peterson Points Suite 657,
348,Hinton Group,0035 Brady Turnpike,"(-54.1849035,-118.232061)"
349,"Ayers, Branch and Garcia",285 Mark Plains,"(-51.617954,-16.315245)"
350,Hopkins-Wall,7626 Allen Village,"(-44.020737,169.420627)"
351,Black-Garcia,LOCATION_ERROR,None
352,None,436 Hayes Oval Apt. 858,"(-43.5812105,47.074484)"
353,Smith-Nelson,75862 Adrian Shore Apt. 654,"(53.0223065,40.615098)"
354,"Farmer, Jenkins and Nash",6917 Vargas Landing Suite 362,"(-4.258643,-59.582934)"
355,"Rogers, Rowe and Walter",944 Weaver Crescent,"(-68.8672305,-139.925461)"
356,Chan-Wilson,452 Jason Cove,"(8.3130935,-86.289872)"
357,"Reed, Irwin and Merritt",3066 David Ports,None
