date, store_ID, product_ID, quantity_Sold, revenue 
2025-03-01, 84, SUX-972, 14, 502.08 
2025-03-29, STORE_ERROR, NLJ-702, 25, 380.56 
2025-01-02, 87, WYX-155, 40, 794.14 
2025-03-02, 32, DSE-118, 43, 549.81 
2025-02-03, 6, PRODUCT_ERROR, 32, 230.48 
2025-02-13, 31, BBR-115, 37, 877.29 
2025-01-04, 69, ELR-691, 13, 175.08 
2025-03-30, 91, ZZA-884, 44, 350.1 
2025-02-07, 97, MUW-223, 24, 811.53 
2025-01-14, 3, NHO-086, 50, 174.5 
2025-03-09, 83, None, 17, 511.77 
2025-03-20, 39, RIU-718, 30, 787.12 
2025-01-12, 59, VDE-216, None, 334.99 
2025-03-06, 37, VVQ-722, 42, 927.92 
DATE_ERROR, 8, HEG-877, 1, 360.27 
DATE_ERROR, 51, CYL-698, QUANTITY_ERROR, 36.08 
2025-03-04, 46, DGH-506, 22, 971.13 
2025-03-27, 14, JGV-677, 9, REVENUE_ERROR 
2025-01-10, 2, ALK-132, 43, 137.13 
2025-03-26, 71, PRODUCT_ERROR, None, 345.03 
DATE_ERROR, 92, PRODUCT_ERROR, QUANTITY_ERROR, 939.78 
2025-02-27, 81, ZAJ-552, 11, 626.54 
2025-02-02, 27, ONB-611, 8, REVENUE_ERROR 
2025-02-01, 50, OWW-298, 5, 40.67 
2025-03-11, None, JCR-304, 46, None 
2025-02-23, 52, , 45, 758.33 
2025-01-18, 84, ZLM-219, 3, 762.32 
2025-03-24, 77, , 46, 137.76 
2025-01-08, STORE_ERROR, AII-293, 19, 205.5 
2025-02-07, 24, WIQ-949, 26, 66.7 
, 59, HKI-934, 41, REVENUE_ERROR 
2025-01-09, 83, HKT-606, 47, 627.67 
2025-03-08, 91, LRV-307, 23, 112.17 
2025-01-04, 25, LXA-111, 23, 473.2 
2025-01-21, 47, YAC-007, None, 732.61 
2025-03-19, 37, CTM-434, 45, 857.19 
2025-01-31, 55, PRODUCT_ERROR, 24, 279.83 
2025-02-08, 96, None, 18, 649.75 
2025-02-28, 58, None, 10, 367.59 
2025-03-19, 45, FPI-355, 49, 300.74 
, 24, KWU-917, 33, 744.29 
2025-01-02, 49, VNU-147, 47, 274.82 
2025-03-15, 60, ENV-794, 30, 686.0 
2025-03-31, 49, AYX-931, 38, 428.14 
2025-01-14, 20, QXC-118, None, 943.97 
2025-01-03, 35, HDL-449, 3, 165.35 
2025-03-25, 47, OFB-544, 33, 502.8 
2025-01-06, 10, FXC-256, 21, 303.01 
2025-02-22, 29, PIL-749, 13, 968.82 
2025-01-31, , CCZ-035, 3, 103.73 
2025-01-09, , HJC-432, 16, 936.19 
2025-02-10, 69, None, 43, 963.08 
2025-01-12, 25, DUJ-982, 50, 277.32 
2025-02-04, 46, PRODUCT_ERROR, 7, 61.61 
2025-01-03, 67, UDI-917, 15, 621.35 
2025-03-24, 30, KWK-584, 42, REVENUE_ERROR 
2025-03-14, 83, None, QUANTITY_ERROR, 883.52 
2025-03-19, 96, UBD-175, , 73.08 
2025-01-29, 72, YJW-130, 42, REVENUE_ERROR 
2025-01-12, 55, JGY-351, 8, 743.14 
2025-03-22, 12, GUU-829, 41, 221.41 
2025-03-13, 36, PUK-895, 8, 298.77 
None, 100, VNS-828, 49, 229.06 
2025-02-08, STORE_ERROR, None, 13, REVENUE_ERROR 
2025-01-28, 71, ZED-158, , 801.83 
2025-02-05, 17, BIU-942, 41, 306.64 
None, 70, OBU-571, , 553.93 
2025-03-05, 95, PRODUCT_ERROR, QUANTITY_ERROR, 898.45 
2025-02-26, 94, IWD-670, 41, 664.57 
2025-02-17, 7, YLN-879, 28, 73.26 
2025-02-09, 4, SYQ-640, 26, 843.4 
2025-01-19, 89, YGF-033, QUANTITY_ERROR, 214.06 
2025-03-20, 21, TCI-872, None,  
2025-02-26, 27, FSX-199, 30, 906.86 
2025-03-23, 85, JCO-110, 19, 820.61 
None, 90, JLP-446, 40, 521.23 
2025-03-08, 21, YQR-140, 4, 197.68 
2025-01-14, 95, None, 40, 946.36 
2025-02-05, 46, PRODUCT_ERROR, 5, 280.06 
2025-03-02, 27, JOM-169, 10, 710.48 
2025-01-08, 25, FYW-913, 44, 29.28 
2025-01-26, 82, AKO-678, 43, 810.14 
2025-01-31, 40, AXW-672, 10, 605.16 
2025-03-24, 86, PJX-880, 39, None 
2025-02-08, 77, MET-664, 2, 600.91 
2025-02-05, 17, QCZ-401, None, 601.91 
2025-02-02, 100, None, 22, 137.62 
2025-01-17, 73, , 2, 304.0 
2025-01-17, 16, RNA-676, 38, 674.69 
2025-02-13, STORE_ERROR, RHL-924, 38, REVENUE_ERROR 
2025-02-25, 33, PRODUCT_ERROR, 11, 835.07 
2025-01-31, 16, RCQ-010, 32, 721.81 
2025-03-25, 3, KZW-239, 49, 82.09 
2025-03-18, 18, EGE-150, 20, 126.3 
2025-01-11, STORE_ERROR, None, 31, 183.56 
2025-03-24, 85, PMI-659, 2, 833.0 
2025-03-25, 84, DSA-495, 18, 509.0 
2025-03-11, 38, GEG-171, 20, 953.72 
2025-03-10, 46, TSQ-231, 24, 493.24 
2025-01-10, 30, IEA-233, 48, 326.19 
2025-01-30, 49, SEC-999, 15, 442.68 
2025-01-15, 58, SKC-011, 42, 418.43 
2025-02-18, 32, PWH-934, 35, 133.49 
2025-01-18, 81, HWZ-178, None, 602.2 
2025-03-28, 66, None, 12, 26.85 
DATE_ERROR, STORE_ERROR, GVS-113, 11, None 
2025-03-19, 49, QEC-895, 30, 138.81 
2025-03-30, None, EFF-830, 12, 63.85 
2025-04-01, 96, LNO-951, 47, 778.97 
2025-02-12, 23, OTU-453, 8, 118.5 
2025-03-28, 75, ZER-708, 13, 751.25 
2025-02-27, STORE_ERROR, VQD-389, 15, 443.08 
2025-03-10, , JQH-827, 22, 571.25 
2025-02-06, 24, YBF-586, 27, 271.26 
2025-01-16, 96, UQS-189, 39, 908.43 
2025-01-23, 47, CVB-511, 18, 799.07 
2025-01-22, 76, MNJ-570, 14, None 
2025-03-30, 54, , 20, 75.08 
2025-03-31, None, AZK-254, 18, 95.19 
2025-02-25, 89, YBX-455, 28, 80.82 
DATE_ERROR, None, CJT-291, 31, 530.42 
2025-02-10, 99, NHB-506, 31, 38.75 
2025-01-27, 9, FGZ-580, 22, 304.76 
2025-02-24, 6, XTX-555, 30, 324.25 
2025-03-25, 96, KME-430, None, 357.17 
2025-02-13, 81, QCF-288, 20, 995.13 
2025-03-02, 50, GBX-418, 14, 458.06 
2025-02-09, 59, SUO-012, 44, 511.31 
2025-02-06, 64, GTO-312, 39,  
2025-02-26, 42, DHJ-532, 48, 400.54 
2025-01-23, 48, RNQ-456, 27, 860.59 
2025-02-10, 25, YFS-856, 35,  
None, 40, USB-369, 22, 557.27 
None, STORE_ERROR, EQS-741, 39, REVENUE_ERROR 
2025-03-28, 72, JJG-782, 47, 816.37 
2025-03-07, 42, UPS-047, None, 334.12 
2025-01-30, 8, PRODUCT_ERROR, 11, REVENUE_ERROR 
2025-03-31, 44, None, 5, REVENUE_ERROR 
2025-03-29, , BHI-720, 20, 55.88 
2025-03-30, 20, MJC-915, 12, 340.09 
2025-01-06, 73, PJG-127, None, 840.02 
, 34, ZWE-810, 48, 62.53 
2025-01-20, 37, GKU-429, 33, 515.06 
2025-02-27, 85, SRC-903, 38, 674.88 
2025-03-04, 24, BGY-508, 47, 400.05 
2025-03-09, 7, QEV-739, 43, 647.17 
2025-02-21, 81, MLD-776, 18, 773.4 
2025-02-26, 44, OWJ-091, 22, 460.91 
2025-01-02, 24, XQG-770, 41, 801.24 
2025-03-03, 85, GSL-953, 5, 975.95 
2025-02-07, 40, HIG-308, 34, 922.87 
2025-01-16, 87, XLY-418, 46, 173.32 
2025-03-17, 16, FSL-802, 32, 787.1 
2025-03-01, 82, CXT-882, 28, 97.5 
2025-04-02, 37, GZX-161, 11, 328.7 
None, 76, STV-458, 11, 962.48 
2025-01-27, 97, ZTE-455, 9, 349.33 
2025-01-11, 3, UNU-274, 43, 895.51 
2025-01-17, 46, PRODUCT_ERROR, 1, 529.24 
None, 16, HBC-190, 1, 717.61 
2025-02-23, STORE_ERROR, PLH-329, 12, 719.1 
2025-01-30, 90, BNX-655, 39, 364.95 
2025-03-08, 76, YZJ-326, 26, 978.23 
2025-01-04, 3, LZM-323, 2, REVENUE_ERROR 
2025-01-06, 47, PRODUCT_ERROR, 21, 71.69 
2025-03-31, 52, HBL-463, 3, 278.74 
2025-02-11, 21, PSR-882, 36, None 
2025-01-03, 62, VDG-403, 24, 84.43 
2025-02-04, 11, THE-294, 36, 628.74 
2025-01-28, 11, ZUA-627, QUANTITY_ERROR, 295.31 
2025-01-25, , DRF-128, 22,  
2025-01-02, 74, MYJ-691, , 79.92 
2025-03-29, 55, NYO-784, 46, 859.2 
2025-04-02, None, YSV-094, 34, 730.13 
2025-01-14, 71, LHT-764, 12, 248.33 
2025-01-02, 2, PRODUCT_ERROR, 20, 265.89 
2025-02-06, 89, WCI-239, 17, 755.8 
